"","filename","AB","AF","AU","CA","BP","C1","CR","DE","DI","EM","EP","FN","FU","PD","PG","PT","PU","PY","RI","OI","PM","RP","SC","SN","SO","TC","TI","UT","VL","WC","Z9","refID"
"440","LaSelvaPT_1-500.txt","Analyses of fine-scale and macrogeographic genetic structure in plant populations provide an initial indication of how gene flow, natural selection, and genetic drift may collectively influence the distribution of genetic variation. The objective of our study is to evaluate the spatial dispersion of alleles within and among subpopulations of a tropical shrub, Psychotria officinalis (Rubiaceae), in a lowland wet forest in Costa Rica. This insect-pollinated, self-incompatible understory plant is dispersed primarily by birds, some species of which drop the seeds immediately while others transport seeds away from the parent plant. Thus, pollination should promote gene flow while at least one type of seed dispersal agent might restrict gene flow. Sampling from five subpopulations in undisturbed wet forest at Estacion Biologica La Selva, Costa Rica, we used electrophoretically detected isozyme markers to examine the spatial scale of genetic structure. Our goals are: 1) describe genetic diversity of each of the five subpopulations of Psychotria officinalis sampled within a contiguous wet tropical forest; 2) evaluate fine-scale genetic structure of adults of P. officinalis within a single 2.25-ha mapped plot; and 3) estimate genetic structure of P. officinalis using data from five subpopulations located up to 2 km apart. Using estimates of coancestry, statistical analyses reveal significant positive genetic correlations between individuals on a scale of 5 m but no significant genetic relatedness beyond that interplant distance within the studied subpopulation. Multilocus estimates of genetic differentiation among subpopulations were low, but significant (F-st = 0.095). Significant F-st estimates were largely attributable to a single locus (Lap-2). Thus, multilocus estimates of F-st may be influenced by microgeographic selection. If true, then the observed levels of IBD may be overestimates.","LOISELLE, BA
SORK, VL
NASON, J
GRAHAM, C","LOISELLE, BA
SORK, VL
NASON, J
GRAHAM, C",NA,"1420",NA,NA,NA,"10.2307/2445869",NA,"1425","Clarivate Analytics Web of Science",NA,"NOV",NA,"J",NA,"1995","Graham, Catherine/A-9560-2011;Loiselle, Bette/O-7106-2016","Graham, Catherine/0000-0001-9267-7948;Loiselle,Bette/0000-0003-1434-4173",NA,NA,NA,"0002-9122","AMERICAN JOURNAL OF BOTANY",NA,"SPATIAL GENETIC-STRUCTURE OF A TROPICAL UNDERSTORY SHRUB, PSYCHOTRIA
OFFICINALIS (RUBIACEAE)","WOS:A1995TF10800010","82",NA,NA,440
"441","LaSelvaPT_1-500.txt","This paper seeks to clarify the ecological and evolutionary impacts of foraging for arthropods vs. nectar in hummingbirds, using data on morphology, sites, and tactics of arthropod foraging, and prey taken by ii species of hummingbirds of La Selva, a Costa Rican lowland wet forest, as well as information on time budgets of male and female hummingbirds from two other sites. Hermit hummingbirds have long, curved bills and are nearly exclusively understory hover-gleaners that take mostly spiders. Most glean from webs but Threnetes ruckeri differs in foraging behavior and takes mostly jumping spiders. Nonhermits have shorter, straighter bills and employ a greater range of foraging tactics and sites, taking a wider variety of prey. In most species flycatching is frequent and flies and wasps are the predominant prey items, but some also take many spiders and ants; in particular, Heliothryx barroti is predominantly a hover-gleaner of the canopy and takes more spiders than flies. In Thalurania colombica, males and females differ in sites and tactics of arthropod foraging during the breeding season but not at other times. Breeding female hummingbirds spend much more time foraging for arthropods than do males in the same times and places, although flower visitation still, constitutes the majority of foraging time.
Among La Selva hummingbirds, bill curvature is strongly correlated with the proportion of gleaning vs. hawking, and with the proportion of prey taken from the substrate (spiders, ants) as opposed to volant prey (flies, wasps). Broad wings (low aspect ratio) and high wing disk loading are correlated with hovering, gleaning, and the proportion of spiders and ants in the diet; narrow wings and high wing disk loading, with flycatching. Except for the three species that engage in the most flycatching, females have broader wings than males and in virtually all species, females have higher wing disk loading. However, no parameter of wing morphology shows a clear relationship to strategies of nectar exploitation, probably reflecting the facultative nature of the latter.
Hermits and nonhermits differ strongly in their preferred foraging levels in the vegetation, both for nectar and for arthropods, with the former using the understory almost exclusively, the latter using the canopy to a much greater extent, in both forest and second growth. Nevertheless, the two groups do not differ in the proportion of foraging attempts for nectar vs. arthropods, nor in the distribution of foraging through the day, in either habitat. In nearly all species, bills of females are longer than those of males, and this could increase their ability to forage for arthropods at least as much as for nectar.
Much of the controversy regarding frequency and energetic importance of arthropod foraging vs. flower visitation reflects the biases inherent in observing each type of foraging or in interpreting data from stomach contents or emetic samples, or from failure to consider the specific tactics of foraging for arthropods. Reports that hummingbirds can exist for extended periods or breed without access to nectar or alternative sugar sources require confirmation, as does a report that availability of arthropods rather than nectar determines hummingbird breeding seasonality in dry areas. The major impact of arthropods in hummingbirds' diets appears to be at the daily, rather than seasonal, level. Data on arthropod prey do not support the notion that hummingbirds visit flowers for insects rather than nectar, and there is no evidence to suggest that their bills are specialized for extracting insects from flowers. Rather, it appears that the bills of hummingbirds are adapted to extracting nectar from particular types of flowers, and that these bill specializations in turn constrain the tactics of arthropod foraging-in particular, the long, curved bills of the hermits might preclude effective flycatching. Selection on wing morphology from flower visitation might well be mostly indirect, via constraints on arthropod foraging tactics imposed by bill morphology, rather than directly through nectar foraging strategies. There is no basis for considering hermits to be more insectivorous than nonhermits; they represent a separate radiation within the Trochilidae, in a different habitat and in association with a different group of flowers, than do several major radiations of the nonhermits.","STILES, FG","STILES, FG",NA,"853",NA,NA,NA,"10.2307/1369527",NA,"878","Clarivate Analytics Web of Science",NA,"NOV",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"0010-5422","CONDOR",NA,"BEHAVIORAL, ECOLOGICAL AND MORPHOLOGICAL CORRELATES OF FORAGING FOR
ARTHROPODS BY THE HUMMINGBIRDS OF A TROPICAL WET","WOS:A1995TJ71900001","97",NA,NA,441
"442","LaSelvaPT_1-500.txt","A null model for the effects of treefall gaps on tree species diversity of tropical rain forests is based on the well-known relationship between abundance and diversity: habitats supporting larger numbers of individuals can support more populations and more species than habitats supporting small numbers of individuals. Because seedling establishment and sapling density increase following canopy opening, gaps are often also sites of high species diversity. Both tree density and diversity are likely to be greater in areas of high stand-turnover rates. Thinning and non-catastrophic mortality reduce both density and diversity in areas of low gap frequency.
Nevertheless, natural and anthropogenic disturbances, such as logging, have been hypothesized to both enhance and limit species diversity through changes in habitat heterogeneity, shifts in competitive balances among species, and creation of otherwise-rare habitats. Species-accumulation curves can be used to evaluate these alternatives by comparing observed species-abundance patterns with expected changes in diversity due to density effects alone. Topographic variation in density and diversity of shrubs and small saplings at the La Selva (Costa Rica) Biological Station preserve was analyzed as an example. The total number of species for each of 18 sites was estimated by fitting a two-parameter hyperbola (similar to the Michaelis-Menten equation) to sample data using a maximum-likelihood method. Although both density and diversity were higher on slopes than on ridges, total species richness was nevertheless higher on slopes than is predictable from density effects alone. High stand-turnover rates on slopes may enhance tree species diversity through increases in tree density and in habitat heterogeneity.","DENSLOW, JS","DENSLOW, JS",NA,"962",NA,NA,NA,"10.2307/2269347",NA,"968","Clarivate Analytics Web of Science",NA,"NOV",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"1051-0761","ECOLOGICAL APPLICATIONS",NA,"DISTURBANCE AND DIVERSITY IN TROPICAL RAIN-FORESTS - THE DENSITY EFFECT","WOS:A1995TF37500012","5",NA,NA,442
"443","LaSelvaPT_1-500.txt","The white-faced capuchin, Cebus capucinus, employed a specialized vocalization, the trill, to coordinate troop movement at La Selva, an Atlantic wet-forest study site in Costa Rica. We analyse the contexts in which this intra-group vocalization was emitted, including responses elicited from other group members. A cumulative 26.6 hours of continuous samples and 3,314 spectrograms (including 1,295 trills) were analysed from a study troop with 16 focal subjects. These results generally corroborate the conclusions of a comparable field study of T white-faced capuchins at Santa Rosa, a Pacific coast dry-forest site in Costa Rica(BOINSKI, 1993, Amer. J. Primatol. 30, p. 85-100). At both sites, (1) trills were closely associated with the initiation of movement by a stationary troop in a specific direction. (2) Trills were emitted at a much higher rate in the leading edge of a travelling troop than in following positions. (3) Individuals often reinforced the efforts of other troop members to coordinate troop movement. (4) Lack of consensus among troop members over the travel route was evident. (5) In rare instances trills were employed in tactical maneuvers suggestive of intentionality and the ability to anticipate behavioural effects. Differences in the usage of trills at these two sites were also detected. (1) At La Selva all troop members, with the exception of infants, used trills in the coordination of troop movement, whereas at Santa Rosa marked age, sex and rank distinctions in the extent of participation were apparent. (2) Capuchins at Santa Rosa altered the trajectory of travelling troops with trills, even reversing directions, but not at La Selva. These disparities may follow from differences between the sites in the extent of visual and auditory contact typical among troop members, social structure, susceptibility to predation, and possible genetic variation.","BOINSKI, S
CAMPBELL, AF","BOINSKI, S
CAMPBELL, AF",NA,"875",NA,NA,NA,"10.1163/156853995X00054",NA,"901","Clarivate Analytics Web of Science",NA,"SEP",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"0005-7959","BEHAVIOUR",NA,"USE OF TRILL VOCALIZATIONS TO COORDINATE TROOP MOVEMENT AMONG
WHITE-FACED CAPUCHINS - A 2ND FIELD-TEST","WOS:A1995TH73100005","132",NA,NA,443
"444","LaSelvaPT_1-500.txt","The effects of a variety of agricultural land uses were studied using soil nutrients, forest structure, and species assemblages as indicators. We compared soil properties and successional forests between abandoned cacao (Theobroma cacao) and abandoned palm (Bactris gasipaes) orchards, abandoned pasture, and mature forest. These sites co-occupy an alhivial, terrace soil (Andic Dystropept) at La Selva Biological Station, Costa Rica. The agricultural sites were originally cleared of most or all forest vegetation approximately 30 years ago and went into succession approximately 7 years ago. Forest structure, species composition, soil nitrogen and phosphorus pools, and nitrogen-mineralization and nitrification rates were measured for each site. The abandoned palm orchard had lower basal area and stem density than other secondary forests of the same age. It also had significantly smaller nitrate (NaOH-extractable) and organic pbosphorus pools and significantly lower net rates of nitrogen-mineralization and nitrification. It is evident that preserving tree cover does not necessarily maintain soil fertility. We found species richness and diversity in the secondary forests to be positively, correlated with basal area at the time of abandonment.","FERNANDES, DN
SANFORD, RL","FERNANDES, DN
SANFORD, RL",NA,"915",NA,NA,NA,"10.1046/j.1523-1739.1995.09040915.x",NA,"922","Clarivate Analytics Web of Science",NA,"AUG",NA,"J",NA,"1995",NA,"Sanford, Robert/0000-0003-2391-9231",NA,NA,NA,"0888-8892","CONSERVATION BIOLOGY",NA,"EFFECTS OF RECENT LAND-USE PRACTICES ON SOIL NUTRIENTS AND SUCCESSION
UNDER TROPICAL WET FOREST IN COSTA-RICA","WOS:A1995RP28600030","9",NA,NA,444
"445","LaSelvaPT_1-500.txt","To explore the potential of native tropical hardwoods for forestry development, 84 timber species were tested in a species screening trial in Costa Rica; 17 were widely planted tropical exotics, 52 were locally indigenous, and 15 were native to other areas of Costa Rica. A complete randomized block design was used with single tree plots replicated 24 times per site. At 3 years of age, survival, form, and growth were analyzed for species at four abandoned pasture sites at La Selva Biological Station, Sarapiqui, Costa Rica. Well-known exotics selected for fast growth made up 20% of the species tested but 40% of the fastest growing ten species. Of the top 25% of the species, 67% were indigenous species, in line with the original proportion tested. Candidate species for further testing were grouped according to different forestry objectives: timber plantations, agroforestry systems, enrichment plantings, and reforestation of buffer zones. These previously untested, little-known species demonstrate the large number of native species with high potential for reforestation for a variety of objectives.","BUTTERFIELD, RP","BUTTERFIELD, RP",NA,"111",NA,NA,NA,"10.1016/0378-1127(95)03535-I",NA,"121","Clarivate Analytics Web of Science",NA,"JUL",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"0378-1127","FOREST ECOLOGY AND MANAGEMENT",NA,"PROMOTING BIODIVERSITY - ADVANCES IN EVALUATING NATIVE SPECIES FOR
REFORESTATION","WOS:A1995RQ45800012","75",NA,NA,445
"446","LaSelvaPT_1-500.txt","Hummingbird Bower mites consume nectar and pollen in the flowers they inhabit and are transported on hummingbirds. This study, conducted at La Selva Biological Station in Costa Rica, measured the effects of the mite Proctolaelaps kirmsei (Gamasina: Ascidae) and of pollinating hummingbirds on nectar volume of Hamelia patens (Rubiaceae), by replicated exclusion experiments. The mites consume, on average, some 40 percent of the nectar produced by Bowes, when hummingbirds are excluded. Mites and hummingbirds together consume about 85 percent of the nectar. Individual trees in the study differed significantly and independently in both nectar production and mice population density. These results help establish hummingbird flower mites as significant plant parasites-especially considering their concomitant role as voracious consumes of pollen (Paciorek et al. 1995)-as well as important competitors with hummingbirds for the nectar of their host plants. Published estimates of nectar production races in mite host plants may be seriously in error, unless mites were excluded.","COLWELL, RK","COLWELL, RK",NA,"206",NA,NA,NA,"10.2307/2388996",NA,"217","Clarivate Analytics Web of Science",NA,"JUN",NA,"J",NA,"1995","Colwell, Robert/C-7276-2015",NA,NA,NA,NA,"0006-3606","BIOTROPICA",NA,"EFFECTS OF NECTAR CONSUMPTION BY THE HUMMINGBIRD FLOWER MITE
PROCTOLAELAPS KIRMSEI ON NECTAR AVAILABILITY IN HAMELIA PATENS","WOS:A1995RH47200008","27",NA,NA,446
"447","LaSelvaPT_1-500.txt",NA,"PACIOREK, CJ
MOYER, BR
LEVIN, RA
HALPERN, SL","PACIOREK, CJ
MOYER, BR
LEVIN, RA
HALPERN, SL",NA,"258",NA,NA,NA,"10.2307/2389003",NA,"262","Clarivate Analytics Web of Science",NA,"JUN",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"0006-3606","BIOTROPICA",NA,"POLLEN CONSUMPTION BY THE HUMMINGBIRD FLOWER MITE PROCTOLAELAPS KIRMSEI
AND POSSIBLE FITNESS EFFECTS ON HAMELIA PATENS","WOS:A1995RH47200015","27",NA,NA,447
"448","LaSelvaPT_1-500.txt","An index of canopy closure was used to estimate closure above the crowns of all trees greater-than-or-equal-to 10 cm dbh in 11.11 ha of undisturbed lowland tropical forest at La Selva, Costa Rica.  To correct for the effects of tree size on canopy closure, we used the residual of the regression of the canopy closure index on tree size.  Analyses were carried out for the 104 species which had greater-than-or-equal-to 6 individuals; a total of 3224 trees were included.  Nine species were found to have their crowns in significantly more open conditions than expected by chance and five species were found to have their crowns in significantly more closed conditions than expected by chance (P < 0.05).  The remaining 90 species (86.5% of the assemblage) were distributed at random with respect to canopy closure, occupying the available light conditions indiscriminately.  Species occurring under higher light levels did not show a narrower range of tolerance than did other species.  Most species were found to occur over a substantial proportion of the canopy closure continuum present in the stand; overlap among the great majority of species in the assemblage is extensive.  The results support the view that tropical forests comprise assemblages of generalist tree species, and raise questions about the classic notions of gap-phase dynamics.","LIEBERMAN, M
LIEBERMAN, D
PERALTA, R
HARTSHORN, GS","LIEBERMAN, M
LIEBERMAN, D
PERALTA, R
HARTSHORN, GS",NA,"161",NA,NA,NA,"10.1017/S0266467400008609",NA,"178","Clarivate Analytics Web of Science",NA,"MAY",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"0266-4674","JOURNAL OF TROPICAL ECOLOGY",NA,"CANOPY CLOSURE AND THE DISTRIBUTION OF TROPICAL FOREST TREE SPECIES AT
LA-SELVA, COSTA-RICA","WOS:A1995RA99000001","11",NA,NA,448
"449","LaSelvaPT_1-500.txt","The effects of shoot damage on starch concentrations in large roots and lower boles of the tropical timber tree, Cedrela adorata, were measured over a 30-day period following mechanical shoot removal. The degree of damage was based on amounts typically destroyed by Hypsipyla grandella, a serious lepidopteran pest of C. odorata. From 14-month-old plantations at La Selva Biological Station, Costa Rica, three treatments were established based on the length of shoot and number of leaves removed: controls (no tissue removed), moderate damage, and severe damage. Initial starch concentrations were compared with concentrations observed 18 to 30 days following shoot removal using enzymatic starch hydrolysis and colorimetry. Root starch concentrations increased in undamaged trees, decreased slightly in the moderately damaged trees, and decreased markedly in severely damaged trees during the sampling period. Starch concentrations in lower boles did not decrease following shoot damage, suggesting a specific role of root search reserves in responding to aboveground carbon requirements. The dry weights of regrown shoots were similar for the moderately and severely damaged trees, but severely damaged trees produced numerous basal shoots while moderately damaged trees produced only one or two terminal shoots near the point of excision. Decreases in root search concentrations following shoot damage and rapid shoot regrowth suggest that starch remobilization in roots of C. odorata might provide a survival mechanism after attack by H. grandella.","RODGERS, HL
BRAKKE, MP
EWEL, JJ","RODGERS, HL
BRAKKE, MP
EWEL, JJ",NA,"71",NA,NA,NA,"10.2307/2388904",NA,"77","Clarivate Analytics Web of Science",NA,"MAR",NA,"J",NA,"1995",NA,NA,NA,NA,NA,"0006-3606","BIOTROPICA",NA,"SHOOT DAMAGE EFFECTS ON STARCH RESERVES OF CEDRELA-ODORATA","WOS:A1995QT58400008","27",NA,NA,449
"450","LaSelvaPT_1-500.txt","Vesicular-arbuscular mycorrhizae can be indispensable for establishment and growth of tree seedlings in infertile lowland wet tropical soils.  Persistence of mycorrhizal fungi after disturbance, however, is problematic to assess.  We used a greenhouse bioassay employing Psidium guajava L. and Allium cepa L. to estimate the most probable number of mycorrhizal fungus propagules in two Costa Rican soils (Oxic Dystropepts) with different vegetation histories.  We collected soils at the La Selva Biological Station from sites in secondary forest, abandoned pasture, and plots kept bare of vegetation for four and six years.
Both bioassay hosts yielded positively correlated estimates of mycorrhiza propagule numbers.  Median propagule estimates per 100 gm dry soil for the pasture site are 57 and 63; these estimates significantly exceed those for the other sites which range from 0.2 to 10 for bare plots and were estimated to be 0.6 and 10 for secondary forest.  These bioassay estimates are positively correlated (Pearson r = 0.66 and 0.72) with counts of whole spores in these soils, but not with counts of sporocarps, spore clusters, or the most numerous, spores apparently empty of cytoplasmic contents or parasitized.  Growth of both bioassay hosts in pasture soil significantly exceeded growth in soils from the other three sites in accord with the bioassays and whole spore counts.","FISCHER, CR
JANOS, DP
PERRY, DA
LINDERMAN, RG","FISCHER, CR
JANOS, DP
PERRY, DA
LINDERMAN, RG",NA,"369",NA,NA,NA,"10.2307/2389230",NA,"377","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"1994","Janos, David P/B-2264-2008","Janos, David P/0000-0002-3877-0110",NA,NA,NA,"0006-3606","BIOTROPICA",NA,"MYCORRHIZA INOCULUM POTENTIALS IN TROPICAL SECONDARY SUCCESSION","WOS:A1994QF43400003","26",NA,NA,450
"451","LaSelvaPT_1-500.txt","Many forest plantations in the humid neo-tropics are established on degraded soils in abandoned pasture land and, with some exceptions, the species planted have not grown successfully. Studies of adaptability and growth under these conditions are scarce, particularly for native species. In this paper we present data on growth and tree form at 3 years of age for 11 species planted in abandoned pastures. The research plantation was established at La Selva Biological Station, in the Atlantic lowlands of Costa Rica (10 degrees 26'N, 83 degrees 59'W). Survival, diameter at breast height (DBH),total height, basal area, volume index and tree form were used to evaluate the species performance. After 3 years, Vochysia guatemalensis displayed a survival significantly higher (98%) than that of the other species. The lowest survival was 75% for Pinus tecunumanii. There were significant differences in growth measures among species. Acacia mangium exhibited significantly higher growth rates than the other species. Although this species grew rapidly, it did not develop straight single stems. About 14% of trees of A. mangium had bifurcation below DBH and more than 50% showed multiple axes or branches as large in diameter as the principal axis. The native species with the highest growth rate was Vochysia guatemalensis (DBH 12.7 cm, total height 7.5 m, volume index 55 m(3) ha(-1) at 3 years of age). Vochysia ferruginea exhibited a slightly lower growth rate. Both Vochysia species were ranked highly with regard to tree form, with more than 80% straight single stemmed trees. The lowest growth rates were exhibited by Pentaclethra macraloba, Pirhecellobium macradenium and Virola koschnyi; however, the latter two species formed straight single stems. Pentaclethra macroloba and Inga edulis failed to form straight single stems. In general, the growth rates of the species studied were high in comparison with results reported from other tree plantations in the tropics. In spite of this, it is not prudent to draw final conclusions on the basis of these 3 year measurements.","GONZALEZ, JE
FISHER, RF","GONZALEZ, JE
FISHER, RF",NA,"159",NA,NA,NA,NA,NA,"167","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"1994",NA,NA,NA,NA,NA,"0378-1127","FOREST ECOLOGY AND MANAGEMENT",NA,"GROWTH OF NATIVE FOREST SPECIES PLANTED ON ABANDONED PASTURE LAND IN
COSTA-RICA","WOS:A1994QC19900014","70",NA,NA,451
"452","LaSelvaPT_1-500.txt","1 Annual growth was measured over eight consecutive years (1984-92) for saplings and adults of a diverse group of nonpioneer tree species in a lowland neotropical rain forest (La Selva Biological Station, Costa Rica). The study species included five emergents and one canopy species.
2 Adult diameter increments varied markedly from year to year for all species. In the year of highest growth for individual species, mean increments were 25-112% greater than in the year of least growth. These among-year differences were significant for five of the six species.
3 The variation in adult growth rates showed strong temporal concordance across species. For all six species, mean adult diameter increments were higher than average in 1985 and were lower than average in 1986 and 1988.
4 Marked year to year growth differences were also shown by juvenile trees of these species. In the class greater than or equal to 50 cm tall and less than or equal to 1 cm in diameter, mean diameter increments were 3-10 times greater in the year of highest growth than in the year of least growth. In each of the other two juvenile size classes (1-10 cm and 10-30 cm in diameter), two species showed highly significant among-year growth variation.
5 Within all three juvenile size classes, the year to year growth variation showed significant temporal concordance across species. As for adults, 1985 and/or 1984 were among the two highest growth years.
6 That these patterns of interyear growth differences were shared across tree species and between saplings and adults demonstrates significant impacts of climatic variability on the productivity of this 'equable' ecosystem.
7 Annual rainfall was not correlated with the annual growth patterns. Although the two years of highest overall growth, 1984 and 1985, were exceptionally dry, adult trees of two species showed their greatest growth in one of the highest rainfall years (1990).
8 Recent studies suggest that photosynthetically active radiation (PAR) controls productivity of tropical wet forests. Recent data from La Selva show strong year to year variation in monthly PAR. Demonstration of a causal relationship will, however, require concurrent measurement of tree growth, PAR, and other climatic factors.
9 Marked temporal variation in tree growth in tropical wet forests will have pervasive consequences for many processes in these complex ecosystems. Moreover, the degree of climatic sensitivity found in this study indicates that tropical rain forests could be strongly affected by global climate change.","CLARK, DA
CLARK, DB","CLARK, DA
CLARK, DB",NA,"865",NA,NA,NA,"10.2307/2261450",NA,"872","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"1994",NA,NA,NA,NA,NA,"0022-0477","JOURNAL OF ECOLOGY",NA,"CLIMATE-INDUCED ANNUAL VARIATION IN CANOPY TREE GROWTH IN A COSTA-RICAN
TROPICAL RAIN-FOREST","WOS:A1994PV00900014","82",NA,NA,452
"453","LaSelvaPT_1-500.txt","We measured CO2 efflux from stems of two tropical wet forest trees, both found in the canopy, but with very different growth habits. The species were Simarouba amara, a fast-growing species associated with gaps in old-growth forest and abundant in secondary forest, and Minquartia guianensis, a slow-growing species tolerant of low-light conditions in old-growth forest. Per unit of bole surface, CO2 efflux averaged 1.24 mu mol m(-2) s(-1) for Simarouba and 0.83 mu mol m(-2) s(-1) for Minquartia. CO2 efflux was highly correlated with annual wood production (r(2) = 0.65), but only weakly correlated with stem diameter (r(2) = 0.22). We also partitioned the CO2 efflux into the functional components of construction and maintenance respiration. Construction respiration was estimated from annual stem dry matter production and maintenance respiration by subtracting construction respiration from the instantaneous CO2 flux. Estimated maintenance respiration was linearly related to sapwood volume (39.6 mu mol m(-3) s(-1) at 24.6 degrees C, r(2) = 0.58), with no difference in the rate for the two species. Maintenance respiration per unit of sapwood volume for these tropical wet forest trees was roughly twice that of temperate conifers. A model combining construction and maintenance respiration estimated CO2 very well for these species (r(2) = 0.85). For our sample, maintenance respiration was 54% of the total CO2 efflux for Simarouba and 82% for Minquartia. For our sample, sapwood volume averaged 23% of stem volume when weighted by tree size, or 40% with no size weighting. Using these fractions, and a published estimate of aboveground dry-matter production, we estimate the annual. cost of woody tissue respiration for primary forest at La Selva to be 220 or 350 g C m(-2) year(-1), depending on the assumed sapwood volume. These costs are estimated to be less than 13% of the gross production for the forest.","RYAN, MG
HUBBARD, RM
CLARK, DA
SANFORD, RL","RYAN, MG
HUBBARD, RM
CLARK, DA
SANFORD, RL",NA,"213",NA,NA,NA,"10.1007/BF00316947",NA,"220","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"1994","Hubbard, Robert/J-6059-2012;Ryan, Michael G/A-9805-2008","Hubbard, Robert/0000-0003-2601-1798;Ryan, Michael G/0000-0002-2500-6738","28307003",NA,NA,"0029-8549","OECOLOGIA",NA,"WOODY-TISSUE RESPIRATION FOR SIMAROUBA-AMARA AND MINQUARTIA-GUIANENSIS,
2 TROPICAL WET FOREST TREES WITH DIFFERENT GROWTH HABITS","WOS:A1994PZ75500002","100",NA,NA,453
"454","LaSelvaPT_1-500.txt","This study used a plant bioassay to investigate the vesicular-arbuscular mycorrhizal (VAM) inoculum potential of soil from three vegetation types (fern, secondary forest, and grass) in an abandoned pasture in the tropical humid lowlands at La Selva, in northeastern Costa Rica.  Growth, measured as seedling height, number of leaves, and total (above- and below-ground) biomass, of Stryphnodendron microstachyum Poepp. et Endl. (Synon. S. excelsum Harms) seedlings was significantly lower when grown in soil inoculum from the fern areas than in soil inoculum from the forest and grass areas.  However, S. microstachyum seedlings grown in the fern inoculum had significantly greater VAM colonization than seedlings grown in the forest and grass inoculum.  In addition, roots collected from a dominant plant species from each of the three vegetation types showed that the fern (Nephrolepsis biserrata) had significantly greater mycorrhizal colonization than the tree (Pentaclethra macroloba (Willd.) Kuntze or the grass (Brachiaria spp.).  The results of this study suggest that differences in mycorrhizal inoculum potential among vegetation types and its effects on seedling growth may have important implications for the restoration and management of degraded lands.","ASBJORNSEN, H
MONTAGNINI, F","ASBJORNSEN, H
MONTAGNINI, F",NA,"45",NA,NA,NA,"10.1007/BF00204019",NA,"51","Clarivate Analytics Web of Science",NA,"NOV",NA,"J",NA,"1994",NA,NA,NA,NA,NA,"0940-6360","MYCORRHIZA",NA,"VESICULAR-ARBUSCULAR MYCORRHIZAL INOCULUM POTENTIAL AFFECTS THE GROWTH
OF STRYPHNODENDRON-MICROSTACHYUM SEEDLINGS IN A COSTA-RICAN HUMAN
TROPICAL LOWLAND","WOS:A1994PV33000007","5",NA,NA,454
"455","LaSelvaPT_1-500.txt","Broad survey census data for mantled howler monkeys, Alouatta palliata, from La Selva biological Reserve, northeastern Costa Rica, are analyzed with an agglomerative hierarchical clustering method to estimate minimum number of troops. The estimate of 15 troops (7-15 howlers/km2) provided by the duster analysis is similar to an independent census of the same population using the triangulation technique.  These data indicate the potential usefulness of duster analysis methods to estimate minimum number of primate troops within an area. Cluster analysis has several advantages over more traditional primate census techniques: the assumption that it is necessary to achieve reliable estimates from line transect sampling is not required (i.e., points directly on the line will never be missed); census data can be collected by one person making it easier logistically than conducting a census with the triangulation technique which requires many people; census data collected over a brief period of dme can be used to provide quantitative estimates of population density; and observations provided by others in the survey area during the time period of the census may be used. Cluster analysis is recommended when attempting to estimate population densities of primates in tall evergreen forests where visibility is poor, when animals have long inactive periods, few or unpredictable vocalizations, and/or occupy the top of the canopy. The duster method of analyzing broad survey data may also be applicable to other territorial mammalian populations that are difficult to census by other means.","STONER, KE","STONER, KE",NA,"332",NA,NA,NA,"10.2307/2388855",NA,"340","Clarivate Analytics Web of Science",NA,"SEP",NA,"J",NA,"1994","Stoner, Kathryn E/E-1510-2015","Stoner, Kathryn E/0000-0002-9964-1697",NA,NA,NA,"0006-3606","BIOTROPICA",NA,"POPULATION-DENSITY OF THE MANTLED HOWLER MONKEY (ALOUATTA-PALLIATA) AT
LA-SELVA-BIOLOGICAL-RESERVE, COSTA-RICA - A NEW TECHNIQUE TO ANALYZE
CENSUS-DATA","WOS:A1994PK38400013","26",NA,NA,455
"456","LaSelvaPT_1-500.txt",NA,"FLEMING, TH","FLEMING, TH",NA,"269",NA,NA,NA,"10.1126/science.265.5169.269",NA,"270","Clarivate Analytics Web of Science",NA,"JUL 8",NA,"J",NA,"1994",NA,NA,"17750669",NA,NA,"0036-8075","SCIENCE",NA,"LA SELVA - ECOLOGY AND NATURAL-HISTORY OF NEOTROPICAL RAIN-FOREST -
MCDADE,LA, BAWA,KS, HESPENHEIDE,HA, HARTSHORN,GS","WOS:A1994NV95700050","265",NA,NA,456
